Plant code,Region,Spend Category,Combined risk category,High risk site,Audit Status,Audit Request,Hypercare Level
XXX1027425,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027454,MEU,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1027457,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027468,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027472,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027543,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027544,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027602,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1027609,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027611,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1027623,AMEA,EM,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1027626,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027656,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027702,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027706,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027764,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027768,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027769,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027802,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027818,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027842,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027846,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1027868,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1027932,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1027946,MEU,Licensee,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027947,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1027948,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1027956,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1027985,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028013,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1028029,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028033,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1028093,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1028142,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028156,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028158,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1028164,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1028176,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1028188,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028196,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028216,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028225,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028228,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028275,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1028334,No region classified,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1028337,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028408,AMEA,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1028417,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1028459,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1028471,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028481,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 1
XXX1028512,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028513,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1028521,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028534,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1028543,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1028551,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1028609,MEU,Raw materials,,Not applicable,Not applicable,Not applicable,No audit information
XXX1028625,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1028631,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 1
XXX1028637,No region classified,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1028696,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1028862,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1028896,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1028913,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,No audit information
XXX1028945,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1029013,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1029226,MEU,Licensee,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1029314,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1029478,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1029791,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1029802,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1029820,AMEA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1029913,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1029926,No region classified,Packaging materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1029945,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1029999,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1030003,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030046,AMEA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030080,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030095,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030096,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030127,LA,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030155,MEU,Raw materials,,Not applicable,Not applicable,Not applicable,No audit information
XXX1030169,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030215,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030259,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030321,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1030341,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030368,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030379,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030416,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030444,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030514,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030517,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030527,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 1
XXX1030534,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030539,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030577,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1030620,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030626,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030635,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030644,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030649,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 2
XXX1030657,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030658,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030668,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030696,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030703,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030720,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030722,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1030723,MEU,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1030749,MEU,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030761,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030764,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030769,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030781,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030797,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,Level 0
XXX1030829,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030830,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030843,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1030862,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1030959,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1030965,No region classified,Packaging materials,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1030971,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 2
XXX1030984,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1030991,No region classified,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031015,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1031065,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1031074,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1031186,MEU,Raw materials,Low,Not applicable,Not applicable,Not applicable,Level 2
XXX1031192,MEU,EM,Low,Not applicable,Not applicable,Not applicable,Level 1
XXX1031195,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1031220,Not in Supplier DB,Not in Supplier DB,Low,Not applicable,Not applicable,Not applicable,No audit information
XXX1031223,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031226,LA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031229,MEU,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 2
XXX1031280,MEU,Raw materials,High,Not applicable,Not applicable,Not applicable,Level 0
XXX1031281,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031282,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1031304,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,No audit information
XXX1031347,LA,Raw materials,High,High Risk,Audit compliant,Audit Compliant,Level 3
XXX1031350,AMEA,Raw materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031434,Not in Supplier DB,Not in Supplier DB,,Not applicable,Not applicable,Not applicable,No audit information
XXX1031519,LA,Packaging materials,High,High Risk,Audit compliant,Audit Compliant,Level 0
XXX1031526,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031541,LA,Packaging materials,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031579,Not in Supplier DB,Not in Supplier DB,High,Not applicable,Not applicable,Not applicable,No audit information
XXX1031685,Not in Supplier DB,Not in Supplier DB,Medium,Not applicable,Not applicable,Not applicable,Level 0
XXX1031709,AMEA,Raw materials,High,High Risk,No audit done,Request New Audit,No audit information
XXX1031743,No region classified,Raw materials,Medium,Not applicable,Not applicable,Not applicable,No audit information
